Pilot-in-Command,Air Seconds,Above Sea Level (Meters),Drone Type,Takeoff Bat %,Takeoff Volts,Landing Bat %,Landing Volts,Max Altitude (Meters),Total Mileage (Kilometers),Difference Volts
Piloto A,1087,2631.8,Mavic Pro,100,12.51,20,10.802,65.1,0.3,1.7080000000000002
Piloto D,359,2571.8,Spark,99,12.756,56,11.11,47.4,0.2,1.6460000000000008
Piloto A,1058,2631.8,Phantom 4,97,16.85,11,14.109,52.6,2.2,2.7410000000000014
Piloto A,638,2620.3,Spark,99,12.64,16,10.827,60.8,0.2,1.8130000000000006
Piloto A,225,2548.5,Mavic Pro,32,11.092,14,11.027,80.5,0.1,0.06500000000000128
Piloto A,606,2620.4,Spark,83,11.879,12,10.684,64.7,0.4,1.1950000000000003
Piloto B,21,2587.2,Mavic Air 2,100,13.006,100,12.748,7.5,0.0,1.658999999999999
Piloto A,1210,906.5,Mavic Air 2,100,13.006,34,12.748,150.5,2.0,1.658999999999999
Piloto B,819,2553.9,Phantom 3 Advanced,91,16.609,14,13.944,54.8,3.4,2.665000000000001
Piloto D,67,2558.0,Matrice 210 RTK V2,13,21.3,9,20.832,4.1,0.0,0.46799999999999997
Piloto A,1114,2631.9,Mavic Pro,100,12.955,17,11.135,68.2,0.9,1.8200000000000003
Piloto D,836,26.9,Phantom 3 Advanced,91,16.819,21,14.211,97.7,5.9,2.6079999999999988
Piloto A,743,2569.3,Phantom 3 Advanced,97,17.04,25,14.211,221.5,5.4,2.828999999999999
Piloto D,1003,994.7,Phantom 3 Advanced,95,16.875,13,13.98,279.1,2.2,2.8949999999999996
Piloto D,1466,6.5,Matrice 210 RTK V2,100,26.051,9,21.532,130.2,19.2,4.518999999999998
Piloto D,646,2620.4,Spark,98,12.655,10,10.656,56.2,0.7,1.9989999999999988
Piloto A,205,2621.5,Mavic Pro,86,12.428,71,11.705,8.0,0.1,0.7230000000000008
Piloto D,0,2561.6,Phantom 3 Advanced,50,15.247,50,15.247,0.0,0.0,0.0
Piloto D,20,4.7,Phantom 3 Advanced,96,16.973,96,15.685,4.8,0.0,1.2879999999999985
Piloto D,459,2595.5,Spark,97,12.67,44,11.114,66.4,0.1,1.5559999999999992
Piloto A,622,2551.1,Spark,99,12.762,24,10.787,69.1,0.7,1.9749999999999996
Piloto D,174,23.8,Phantom 3 Advanced,97,17.01,86,15.349,36.6,0.4,1.6610000000000014
Piloto B,904,304.2,Mavic Air 2,94,12.765,46,10.892,12.8,0.6,1.873000000000001
Piloto A,547,306.7,Mavic Pro,97,12.42,60,11.328,73.4,1.3,1.0920000000000005
Piloto D,584,23.2,Phantom 3 Advanced,93,16.905,43,14.258,81.9,5.9,2.647000000000002
Piloto C,1039,2631.7,Mavic Pro,100,12.483,26,11.104,10.4,0.3,1.3790000000000013
Piloto D,844,299.7,Phantom 3 Advanced,100,16.994,13,14.101,253.4,5.4,2.892999999999999
Piloto D,708,2629.1,Spark,99,12.734,9,10.63,52.0,0.3,2.103999999999999
Piloto D,498,1642.2,Phantom 3 Advanced,97,17.041,64,14.751,248.9,3.8,2.290000000000001
Piloto A,1147,2563.2,Phantom 4,100,17.307,7,14.431,21.5,0.3,2.8759999999999994
Piloto D,94,7.7,Matrice 210 RTK V2,71,23.699,66,23.437,130.1,0.4,0.26200000000000045
Piloto A,469,2631.8,Mavic Pro,100,12.674,69,11.901,1.9,0.2,0.7729999999999997
Piloto A,673,2620.4,Spark,100,11.611,16,10.658,69.5,0.9,0.9530000000000012
Piloto B,1522,1579.9,Mavic Air 2,100,12.922,12,10.958,31.3,1.8,1.9640000000000004
Piloto A,326,1608.6,Mavic Pro,98,12.342,74,11.515,50.3,1.2,0.827
Piloto D,227,2628.5,Phantom 3 Advanced,97,16.932,78,15.298,10.0,0.1,1.6339999999999986
Piloto B,1321,2629.8,Mavic Air 2,100,12.859,18,10.953,61.4,1.4,1.9060000000000006
Piloto A,429,2577.6,Mavic Pro,85,12.173,51,11.222,18.9,0.2,0.9510000000000005
Piloto A,665,2620.3,Spark,95,12.36,9,10.619,58.3,0.8,1.7409999999999997
Piloto D,944,6.9,Matrice 210 RTK V2,100,25.942,46,22.662,130.2,7.9,3.280000000000001
Piloto D,255,1185.6,Phantom 3 Advanced,100,17.065,75,14.962,189.8,2.5,2.1030000000000015
Piloto B,1468,1994.7,Mavic Air 2,98,12.814,14,10.965,30.7,2.3,1.8490000000000002
Piloto A,664,2620.6,Spark,99,12.676,14,10.789,65.9,0.9,1.8870000000000005
Piloto D,374,2554.4,Spark,59,11.661,10,10.533,42.1,0.1,1.1280000000000001
Piloto B,675,2620.5,Spark,98,12.722,11,10.727,66.3,0.2,1.9949999999999992
Piloto D,0,405.0,Phantom 3 Advanced,85,16.365,85,16.1,0.0,0.0,0.264999999999997
Piloto D,554,2555.4,Phantom 3 Advanced,97,16.537,44,14.004,82.2,0.4,2.5329999999999995
Piloto A,21,2593.9,Phantom 3 Advanced,92,16.516,91,15.217,13.4,0.0,1.2989999999999977
Piloto B,597,2826.3,Mavic Air 2,99,12.949,66,11.779,11.1,0.5,1.17
Piloto D,792,2630.4,Phantom 3 Advanced,96,16.731,23,13.926,104.9,1.8,2.8050000000000015
Piloto D,47,259.0,Phantom 3 Advanced,100,17.226,98,15.663,25.3,0.1,1.5629999999999988
Piloto D,146,6.0,Spark,29,11.176,11,10.757,4.3,0.0,0.4190000000000005
Piloto D,790,1417.2,Mavic Pro,97,12.781,46,11.233,58.0,2.5,1.548
Piloto D,1040,2643.2,Mavic Air 2,74,12.064,13,10.894,47.0,0.7,1.17
Piloto D,0,1128.7,Phantom 3 Advanced,43,15.194,43,15.194,0.0,0.0,0.0
Piloto A,1032,543.5,Phantom 4,94,16.186,20,14.518,31.1,1.9,1.6679999999999993
Piloto D,530,1.0,Phantom 3 Advanced,69,15.003,13,14.108,150.1,3.9,0.8949999999999996
Piloto D,0,7.9,Phantom 3 Advanced,90,16.723,90,16.61,0.0,0.0,0.11299999999999955
Piloto B,29,2629.6,Phantom 3 Professional,91,16.284,89,14.213,7.5,0.0,2.0709999999999997
Piloto A,94,4.0,Phantom 4,83,16.459,76,15.481,14.0,0.1,0.9779999999999998
Piloto B,447,2561.2,Spark,94,12.529,41,11.07,81.1,0.3,1.4589999999999996
Piloto A,73,2559.8,Phantom 4,82,16.405,77,14.846,104.9,0.0,1.559000000000001
Piloto D,105,2561.5,Spark,85,12.339,72,11.718,4.3,0.1,0.6210000000000004
Piloto D,364,2916.6,Phantom 4 Pro,39,15.231,8,14.556,59.1,0.8,0.6750000000000007
Piloto D,0,22.3,Phantom 3 Advanced,96,16.952,96,16.843,0.0,0.0,0.10900000000000176
Piloto D,872,2562.4,Phantom 3 Advanced,94,16.804,14,14.024,82.6,2.2,2.7799999999999994
Piloto A,541,2620.2,Mavic Pro,55,11.535,11,10.624,67.2,1.4,0.9109999999999996
Piloto A,0,1064.2,Phantom 4,99,17.066,99,16.564,0.0,0.0,0.5019999999999989
Piloto B,1539,246.1,Mavic Air 2,98,12.932,14,11.018,25.0,1.1,1.9139999999999997
Piloto D,0,348.5,Phantom 3 Advanced,76,16.349,76,16.295,0.0,0.0,0.053999999999998494
Piloto D,341,340.0,Phantom 3 Advanced,42,15.152,13,13.991,146.7,0.9,1.1609999999999996
Piloto D,669,2585.4,Phantom 3 Professional,93,16.404,24,13.992,81.8,0.8,2.411999999999999
Piloto D,201,1983.8,Phantom 3 Advanced,84,16.5,70,14.778,70.8,0.9,1.7219999999999995
Piloto A,906,337.9,Phantom 3 Advanced,96,16.754,21,14.25,41.0,0.7,2.5040000000000013
Piloto D,367,2558.0,Matrice 210 RTK V2,70,24.263,49,22.764,130.1,2.0,1.4990000000000023
Piloto B,795,2554.8,Mavic Air 2,96,12.604,49,11.381,31.7,0.7,1.222999999999999
Piloto B,430,333.7,Mavic Air 2,99,12.988,78,12.247,35.2,0.3,0.7409999999999997
Piloto D,916,2562.4,Phantom 3 Advanced,97,17.073,15,14.112,66.6,1.2,2.9610000000000003
Piloto D,0,2619.5,Spark,81,12.154,80,12.051,0.1,0.0,0.10299999999999976
Piloto D,579,338.0,Phantom 3 Professional,92,16.648,42,14.401,62.2,3.8,2.247
Piloto D,693,21.7,Phantom 3 Advanced,75,16.269,14,14.116,38.5,6.8,2.1529999999999987
Piloto A,799,337.8,Phantom 3 Advanced,83,16.412,22,14.209,21.8,3.9,2.2029999999999994
Piloto D,958,6.9,Phantom 3 Advanced,95,16.973,9,14.048,33.3,2.5,2.924999999999999
Piloto A,238,2549.0,Spark,98,12.414,68,11.474,46.1,0.2,0.9399999999999995
Piloto A,1222,1038.8,Phantom 4,100,17.006,13,14.163,64.2,3.2,2.843
Piloto B,737,1288.0,Mavic Air 2,90,12.593,48,11.432,11.9,0.5,1.1609999999999996
Piloto D,463,2825.7,Spark,97,12.715,40,10.988,4.6,0.1,1.7270000000000003
Piloto A,429,2631.5,Mavic Pro,100,12.617,71,11.705,13.3,0.2,0.9120000000000008
Piloto B,480,2565.4,Spark,82,12.278,16,10.83,81.1,0.3,1.4480000000000004
Piloto A,794,2646.0,Mavic Pro,82,11.738,21,10.967,65.6,0.4,0.770999999999999
Piloto A,404,2776.7,Phantom 3 Advanced,98,17.108,68,15.467,238.4,1.9,1.641
Piloto A,1112,2631.9,Mavic Pro,100,12.545,18,10.736,52.4,2.5,1.8089999999999993
Piloto D,682,2626.5,Phantom 3 Advanced,97,16.888,28,14.168,110.1,0.5,2.7200000000000024
Piloto D,600,2628.7,Phantom 3 Advanced,74,16.168,16,14.041,44.3,0.4,2.126999999999999
Piloto B,733,2561.0,Spark,100,12.645,11,10.576,81.3,0.6,2.068999999999999
Piloto A,530,253.5,Phantom 4,99,17.198,63,15.202,29.5,0.6,1.9960000000000004
Piloto A,1193,425.0,Mavic Pro,100,12.893,20,10.988,32.3,1.0,1.9050000000000011
Piloto A,163,424.0,Mavic Pro,90,12.402,78,11.615,4.2,0.1,0.786999999999999
Piloto A,413,287.4,Phantom 4,100,17.17,73,15.502,36.1,0.5,1.668000000000001
Piloto D,800,2674.2,Phantom 3 Advanced,97,17.055,11,13.965,178.8,8.0,3.09
Piloto A,592,2600.5,Phantom 3 Advanced,96,17.026,49,14.825,51.3,2.1,2.2010000000000005
Piloto D,628,2562.5,Mavic Pro,100,12.986,55,11.49,132.8,2.0,1.4960000000000004
Piloto D,327,2426.3,Phantom 3 Advanced,90,16.694,66,14.742,117.8,1.4,1.9519999999999982
Piloto D,571,2560.9,Spark,85,12.783,10,10.889,60.5,0.2,1.8940000000000001
Piloto A,0,0.0,Phantom 4,96,16.947,96,16.92,0.0,0.0,0.02699999999999747
Piloto A,253,2629.6,Phantom 4,100,17.021,81,15.249,64.9,0.2,1.7720000000000002
Piloto D,960,6.0,Phantom 3 Advanced,94,16.889,13,14.124,45.3,0.7,2.764999999999999
Piloto A,1088,2631.5,Mavic Pro,100,12.924,22,10.988,52.5,2.6,1.936
Piloto B,375,246.5,Mavic Air 2,100,12.993,81,12.357,21.2,0.1,0.636000000000001
Piloto A,801,1.5,Phantom 3 Advanced,94,16.97,33,14.524,9.4,1.2,2.4459999999999997
Piloto D,1293,6.4,Matrice 210 RTK V2,100,26.243,9,21.608,130.2,14.9,4.634999999999998
Piloto A,649,17.6,Mavic Pro,96,12.229,53,11.176,71.7,2.5,1.052999999999999
Piloto D,887,20.0,Phantom 3 Advanced,98,17.107,37,14.513,52.1,7.3,2.5939999999999994
Piloto A,1006,338.0,Mavic Pro,92,12.476,21,10.854,66.0,1.0,1.6220000000000017
Piloto B,1491,2629.4,Mavic Air 2,100,12.844,12,10.956,66.1,3.4,1.888
Piloto D,415,264.4,Phantom 3 Advanced,83,16.47,48,14.599,4.0,0.5,1.8709999999999987
Piloto D,53,259.0,Phantom 3 Advanced,89,16.629,86,14.676,15.1,0.1,1.9530000000000012
Piloto D,9,2555.7,Phantom 3 Professional,48,15.344,48,13.973,1.1,0.0,1.3709999999999987
Piloto A,114,2560.8,Mavic Air 2,24,11.18,17,11.022,7.8,0.0,0.15799999999999947
Piloto A,20,2594.0,Phantom 3 Advanced,84,16.145,83,15.201,8.5,0.0,0.9439999999999991
Piloto D,380,6.5,Phantom 3 Advanced,49,15.375,21,14.662,9.6,0.1,0.7129999999999992
Piloto D,250,1674.0,Spark,99,12.733,72,11.641,14.5,0.0,1.0920000000000005
Piloto D,688,2620.5,Spark,99,12.699,12,10.574,7.5,0.2,2.125
Piloto A,1009,2631.9,Mavic Pro,100,12.431,20,10.797,52.1,2.4,1.6339999999999986
Piloto D,597,1.6,Phantom 3 Advanced,100,17.162,60,15.225,39.6,1.6,1.9369999999999994
Piloto D,722,2620.7,Spark,99,12.689,9,10.554,68.8,0.7,2.135
Piloto D,1330,21.5,Matrice 210 RTK V2,85,25.133,11,21.429,130.2,12.0,3.7040000000000006
Piloto D,34,8.0,Matrice 210 RTK V2,90,25.012,88,24.907,45.2,0.0,0.10500000000000043
Piloto D,631,12.3,Phantom 3 Advanced,68,16.006,25,14.331,40.8,5.3,1.6750000000000007
Piloto D,63,0.0,Spark,64,11.66,53,11.016,0.0,0.0,0.6440000000000001
Piloto A,784,2569.3,Phantom 3 Advanced,98,17.038,25,14.197,166.2,6.9,2.841000000000001
Piloto A,27,2563.2,Phantom 4,18,14.21,16,14.264,14.0,0.0,-0.053999999999998494
Piloto D,1465,5.6,Matrice 210 RTK V2,97,25.752,13,21.673,130.1,12.7,4.079000000000001
Piloto A,136,1121.0,Mavic Pro,100,12.895,92,12.08,74.0,0.0,0.8149999999999995
Piloto A,228,1585.5,Phantom 4,25,14.458,7,14.243,31.2,0.1,0.21499999999999986
Piloto B,34,2561.1,Spark,87,12.334,83,11.678,2.6,0.0,0.6559999999999988
Piloto B,1494,2644.2,Mavic Air 2,100,12.652,9,10.888,40.6,2.8,1.7639999999999993
Piloto D,576,12.8,Phantom 3 Advanced,75,15.552,26,14.363,76.4,4.3,1.189
Piloto A,239,1326.1,Phantom 3 Professional,95,16.759,80,14.91,30.1,0.3,1.8490000000000002
Piloto B,12,0.0,Phantom 3 Advanced,91,16.643,91,16.485,0.0,0.0,0.15800000000000125
Piloto D,688,2610.4,Spark,99,12.759,15,10.684,168.2,0.3,2.075000000000001
Piloto A,655,2620.9,Spark,98,12.713,18,10.822,53.6,0.8,1.891
Piloto D,868,2593.7,Phantom 3 Advanced,100,17.181,27,14.287,94.0,4.8,2.894
Piloto A,179,2555.2,Spark,82,12.237,61,11.289,17.9,0.1,0.9480000000000004
Piloto B,0,265.6,Mavic Air 2,100,13.014,100,13.034,0.2,0.0,-0.02000000000000135
Piloto D,17,2665.4,Phantom 3 Advanced,97,16.997,96,15.02,32.5,0.1,1.9770000000000003
Piloto D,172,1071.9,Phantom 3 Advanced,92,16.799,77,15.087,3.5,0.0,1.7119999999999997
Piloto A,428,17.0,Mavic Pro,52,11.265,23,10.725,61.5,0.1,0.5400000000000009
Piloto A,13,2631.7,Mavic Pro,14,10.87,13,10.917,2.6,0.0,-0.0470000000000006
Piloto A,1036,2620.0,Mavic Pro,99,12.812,24,10.995,66.3,2.7,1.8170000000000002
Piloto A,711,77.0,Mavic Pro,100,12.706,58,11.46,27.3,0.5,1.2459999999999987
Piloto A,549,2620.2,Spark,93,12.612,28,10.8,76.2,1.2,1.8119999999999994
Piloto A,836,2569.3,Phantom 3 Advanced,97,16.991,20,14.342,62.4,6.5,2.648999999999999
Piloto A,291,0.0,Phantom 4,99,16.967,79,15.33,8.5,0.0,1.6369999999999987
Piloto B,1334,2629.7,Mavic Air 2,100,13.006,21,12.748,62.3,1.3,1.658999999999999
Piloto D,754,362.7,Phantom 3 Advanced,94,17.004,16,14.129,185.5,7.3,2.8750000000000018
Piloto A,130,2563.5,Phantom 4,100,17.093,91,15.534,76.5,0.0,1.5589999999999993
Piloto A,915,2557.7,Mavic Pro,99,12.343,25,10.891,63.6,3.7,1.452
Piloto D,212,2560.6,Spark,82,12.334,57,11.263,71.0,0.1,1.0709999999999997
Piloto A,161,2562.0,Phantom 3 Advanced,97,16.902,85,14.814,50.1,0.1,2.088000000000001
Piloto B,256,2564.2,Mavic Air 2,66,11.65,49,11.293,80.8,0.1,0.3570000000000011
Piloto A,966,1368.4,Phantom 4,99,17.066,14,14.266,174.7,11.0,2.799999999999999
Piloto D,0,2610.5,Spark,99,12.748,99,12.7,0.0,0.0,0.04800000000000004
Piloto A,207,583.5,Phantom 4,99,17.146,81,15.775,76.9,1.9,1.3710000000000004
Piloto D,91,2587.6,Spark,34,11.26,23,10.793,4.3,0.1,0.4670000000000005
Piloto A,941,2547.2,Mavic Pro,93,12.289,22,10.83,82.2,4.0,1.4589999999999996
Piloto A,775,964.5,Mavic Air 2,79,13.006,38,12.748,114.0,1.2,1.658999999999999
Piloto A,474,2560.8,Mavic Air 2,100,13.027,75,11.934,31.6,0.1,1.093
Piloto D,0,2562.6,Spark,99,12.701,99,12.701,0.0,0.0,0.0
Piloto B,29,0.0,Phantom 3 Advanced,92,16.67,92,16.432,0.0,0.0,0.2380000000000031
Piloto A,341,0.0,Phantom 4,93,17.048,69,15.357,0.0,0.0,1.690999999999999
Piloto A,1143,2620.3,Mavic Pro,99,12.656,11,10.946,71.3,0.4,1.7100000000000009
Piloto B,61,0.0,Spark,41,11.402,34,10.819,1.3,0.0,0.5829999999999984
Piloto A,616,4.6,Phantom 3 Advanced,94,16.889,44,14.495,19.6,4.3,2.394
Piloto B,91,0.0,Mavic Air 2,90,12.59,84,12.289,0.0,0.0,0.30100000000000016
Piloto D,0,2562.4,Phantom 3 Advanced,98,17.096,98,17.076,0.0,0.0,0.019999999999999574
Piloto A,1205,261.0,Phantom 4,100,17.181,16,14.344,30.8,2.5,2.8370000000000015
Piloto D,833,311.6,Phantom 3 Advanced,97,17.077,10,14.129,96.2,8.9,2.948000000000002
Piloto D,389,6.0,Phantom 3 Advanced,100,17.151,67,15.07,33.6,1.3,2.0809999999999995
Piloto D,567,2558.0,Matrice 210 RTK V2,48,23.181,10,21.588,100.1,4.0,1.593
Piloto D,906,57.3,Phantom 3 Advanced,97,17.048,14,14.184,48.0,7.2,2.863999999999999
Piloto B,264,2700.6,Mavic Air 2,40,11.34,23,11.027,16.4,0.3,0.3130000000000006
Piloto D,938,1.0,Phantom 3 Advanced,96,17.017,18,14.292,99.7,4.8,2.7249999999999996
Piloto A,1038,2631.9,Mavic Pro,100,12.23,16,10.774,67.7,0.5,1.4560000000000013
Piloto A,1059,1.5,Phantom 3 Advanced,100,17.098,9,13.689,9.0,1.4,3.408999999999999
Piloto B,1465,887.9,Mavic Air 2,100,12.886,15,10.978,56.8,3.4,1.9079999999999995
Piloto B,1381,2631.7,Mavic Air 2,100,12.71,19,11.017,72.6,0.7,1.6930000000000014
Piloto B,784,2559.7,Mavic Air 2,100,12.839,55,11.458,51.3,1.7,1.3810000000000002
Piloto D,0,7.3,Phantom 3 Advanced,92,16.762,92,16.633,0.0,0.0,0.12900000000000134
Piloto D,660,2594.2,Spark,99,12.694,12,10.59,7.1,0.8,2.104000000000001
Piloto A,318,889.9,Phantom 4,42,14.781,19,14.458,20.4,0.1,0.3230000000000004
Piloto A,352,3242.5,Phantom 3 Advanced,99,17.034,76,15.202,61.5,1.8,1.831999999999999
Piloto A,660,2620.5,Spark,93,12.093,13,10.694,9.4,0.2,1.3989999999999991
Piloto A,1064,1302.4,Phantom 3 Advanced,99,17.04,22,14.504,61.5,5.4,2.5359999999999996
Piloto A,1021,2548.5,Mavic Pro,100,12.56,26,10.85,31.6,0.4,1.7100000000000009
Piloto D,617,0.0,Spark,100,12.758,30,10.985,0.0,0.0,1.7729999999999997
Piloto B,1319,2556.0,Mavic Air 2,100,13.006,22,12.748,61.1,1.4,1.658999999999999
Piloto D,720,338.0,Phantom 3 Professional,86,16.412,24,13.839,56.3,2.3,2.5729999999999986
Piloto A,1552,2562.6,Mavic Air 2,100,12.77,10,10.916,16.5,0.3,1.8539999999999992
Piloto D,104,993.8,Phantom 3 Advanced,87,16.297,80,14.545,162.5,0.1,1.7520000000000007
Piloto C,1116,2632.5,Mavic Pro,100,12.975,19,11.041,15.7,0.4,1.9339999999999993
Piloto D,837,2556.8,Phantom 3 Advanced,93,16.803,13,14.239,168.9,6.5,2.564
Piloto D,0,299.2,Phantom 3 Advanced,93,16.862,93,16.727,0.0,0.0,0.134999999999998
Piloto D,0,0.0,Phantom 3 Advanced,29,14.945,27,14.857,0.0,0.0,0.08800000000000097
Piloto A,1100,2559.2,Mavic Air 2,92,12.665,24,10.975,114.5,2.4,1.6899999999999995
Piloto A,907,1886.9,Phantom 3 Advanced,94,16.94,28,14.478,95.7,3.2,2.4620000000000015
Piloto A,695,306.7,Mavic Mini,93,8.125,26,6.844,113.3,0.5,1.2809999999999997
Piloto A,80,2632.1,Mavic Pro,95,12.25,89,11.972,65.4,0.0,0.27800000000000047
Piloto D,732,69.9,Mavic Pro,100,12.74,53,11.286,93.6,1.0,1.4540000000000006
Piloto A,467,2553.0,Phantom 4,89,16.597,54,15.252,16.3,0.4,1.3450000000000006
Piloto B,75,284.5,Mavic Air 2,100,12.893,97,12.726,20.8,0.0,0.16699999999999982
Piloto A,796,290.4,Phantom 4,100,17.388,45,14.915,15.5,0.6,2.4730000000000025
Piloto A,1119,2631.5,Mavic Pro,100,12.862,18,10.97,66.3,0.5,1.8919999999999995
Piloto A,799,306.7,Mavic Mini,94,8.152,17,6.778,50.5,0.4,1.3739999999999997
Piloto A,375,2116.8,Spark,99,12.793,60,11.464,53.0,0.3,1.3289999999999988
Piloto D,21,4.6,Phantom 3 Advanced,96,16.946,95,15.669,9.7,0.0,1.277000000000001
Piloto A,974,1867.3,Phantom 3 Advanced,97,16.866,7,13.027,81.0,7.8,3.8390000000000004
Piloto A,706,2117.7,Mavic Air 2,96,12.647,58,11.602,83.3,1.3,1.045
Piloto D,1413,6.3,Matrice 210 RTK V2,92,25.481,12,21.676,130.1,12.9,3.8050000000000033
Piloto A,510,306.7,Mavic Pro,100,12.846,54,11.353,128.7,2.8,1.4930000000000003
Piloto B,432,2558.1,Mini 2,99,13.006,71,12.748,42.1,0.5,1.658999999999999
Piloto D,0,4.6,Matrice 210 RTK V2,99,26.04,99,26.026,0.0,0.0,0.013999999999999346
Piloto D,877,226.2,Phantom 3 Advanced,97,17.068,15,14.134,252.2,8.3,2.934000000000001
Piloto B,0,2643.1,Mavic Air 2,40,11.279,40,11.329,0.0,0.0,-0.05000000000000071
Piloto A,1021,2620.4,Mavic Pro,100,12.807,28,10.959,65.7,2.8,1.8480000000000008
Piloto A,753,615.1,Mavic Pro,100,12.787,46,11.178,499.7,0.8,1.609
Piloto D,665,2566.7,Spark,95,12.583,7,10.52,21.4,0.1,2.0630000000000006
Piloto D,102,293.8,Phantom 3 Advanced,37,14.453,28,14.313,134.3,0.2,0.1399999999999988
Piloto D,786,380.6,Phantom 3 Advanced,97,17.109,14,14.311,226.9,6.6,2.798000000000002
Piloto A,1132,2632.0,Mavic Pro,99,12.617,8,10.77,53.5,2.5,1.8470000000000013
Piloto B,1515,881.7,Mavic Air 2,99,12.957,14,11.002,40.2,1.9,1.955
Piloto A,1132,2632.0,Mavic Pro,98,12.714,12,10.816,52.1,2.4,1.8979999999999997
Piloto A,679,1869.7,Spark,98,12.592,21,10.805,78.4,0.5,1.7870000000000008
Piloto D,906,1.0,Phantom 3 Advanced,100,17.093,41,14.847,69.4,2.0,2.2460000000000004
Piloto B,84,2606.8,Spark,59,11.459,49,10.915,3.6,0.0,0.5440000000000005
Piloto D,968,2560.5,Phantom 4,99,17.027,19,14.472,107.1,0.5,2.5550000000000015
Piloto D,753,1966.9,Phantom 3 Advanced,93,16.715,23,14.377,432.5,7.2,2.337999999999999
Piloto A,863,1273.1,Phantom 3 Advanced,100,17.117,20,14.144,478.2,7.5,2.9730000000000008
Piloto B,1107,2643.1,Mavic Air 2,80,12.016,8,10.806,40.0,1.3,1.2100000000000009
Piloto A,866,2558.1,Mavic Pro,98,12.746,31,11.001,54.9,1.7,1.745000000000001
Piloto A,549,31.8,Phantom 3 Advanced,96,17.014,48,14.703,91.1,2.8,2.311
Piloto D,38,2561.4,Phantom 3 Advanced,57,15.39,55,12.807,44.5,0.0,2.583
Piloto A,35,2553.0,Phantom 4,97,16.908,95,15.375,4.4,0.0,1.5330000000000013
Piloto D,1051,2631.8,Phantom 4,99,16.985,15,14.673,68.8,0.4,2.3119999999999994
Piloto B,723,2560.8,Spark,96,12.767,8,10.654,55.8,0.7,2.1129999999999995
Piloto D,1121,3.8,Phantom 3 Advanced,95,15.84,12,14.113,43.1,2.0,1.7270000000000003
Piloto D,880,2627.1,Phantom 3 Advanced,100,17.115,15,14.07,107.8,0.4,3.044999999999998
Piloto B,218,2612.2,Spark,46,11.297,14,10.699,15.0,0.1,0.5980000000000008
Piloto D,567,2560.8,Mavic Mini,63,7.705,16,6.907,2.3,0.5,0.798
Piloto D,810,1071.6,Phantom 3 Advanced,96,17.028,21,14.2,13.6,0.1,2.8279999999999994
Piloto D,766,1819.8,Phantom 3 Advanced,72,16.131,14,13.898,80.0,6.2,2.2330000000000005
Piloto B,712,2620.8,Spark,99,12.596,7,10.591,57.0,0.9,2.005000000000001
Piloto B,586,2620.8,Spark,95,12.681,19,10.863,66.8,0.5,1.8179999999999996
Piloto A,1138,2553.8,Mavic Pro,100,12.93,23,10.923,84.2,3.0,2.0069999999999997
Piloto D,28,2561.7,Phantom 3 Professional,46,15.083,45,12.446,4.2,0.0,2.6370000000000005
Piloto A,16,337.9,Phantom 3 Advanced,97,17.061,97,15.561,2.6,0.0,1.5
Piloto D,798,2630.4,Phantom 3 Advanced,96,16.731,23,13.926,104.9,1.8,2.8050000000000015
Piloto A,45,2562.3,Mavic Air 2,99,12.824,97,12.624,1.1,0.0,0.1999999999999993
Piloto A,875,1296.4,Phantom 3 Advanced,100,17.11,11,14.002,329.6,10.8,3.1079999999999988
Piloto D,1333,2552.3,Mavic Air 2,98,12.954,19,10.975,80.6,8.4,1.979000000000001
Piloto A,516,2560.8,Mavic Pro,57,11.135,17,10.703,91.7,0.1,0.4320000000000004
Piloto D,814,993.9,Phantom 3 Advanced,94,16.835,13,14.162,341.8,5.9,2.673
Piloto D,498,1642.2,Phantom 3 Advanced,97,17.041,64,14.751,248.9,3.8,2.290000000000001
Piloto D,974,2.4,Phantom 3 Advanced,97,16.963,12,14.093,180.5,7.2,2.870000000000001
Piloto A,46,2594.0,Phantom 3 Advanced,62,15.552,57,14.69,12.4,0.0,0.8620000000000001
Piloto B,129,2561.2,Spark,41,11.213,24,10.841,35.3,0.0,0.3719999999999999
Piloto D,881,958.8,Phantom 3 Advanced,97,16.629,16,13.802,500.2,1.7,2.8270000000000017
Piloto A,488,2579.7,Mavic Pro,100,12.769,66,11.596,77.0,0.7,1.173
Piloto D,825,2558.1,Mavic Pro,79,11.841,9,10.389,47.4,1.7,1.452
Piloto D,790,2628.6,Phantom 3 Advanced,98,16.9,18,13.947,101.4,0.3,2.9529999999999994
Piloto D,775,1980.7,Phantom 3 Advanced,96,16.963,35,14.145,38.5,3.1,2.8180000000000014
Piloto D,371,850.2,Phantom 3 Advanced,98,16.973,68,14.767,84.3,1.8,2.2059999999999995
Piloto D,25,1028.5,Phantom 3 Advanced,86,16.526,86,14.724,4.7,0.0,1.8019999999999996
Piloto D,902,348.6,Phantom 3 Advanced,98,17.048,14,14.112,130.5,7.4,2.935999999999998
Piloto A,19,2633.1,Mavic Pro,19,10.831,17,10.868,8.3,0.0,-0.03700000000000081
Piloto A,1254,359.7,Phantom 4,100,17.28,13,14.381,41.7,1.8,2.899000000000001
Piloto B,303,284.5,Mavic Air 2,97,12.761,81,12.294,23.2,0.1,0.46699999999999875
